uniqueid,game,firstPlayer,choice1,choice2,phase,rating
36,singleControl1,column,B,A,rangeProb2,9
36,threat0,column,A,A,rangeProb2,94
36,threat1,row,A,B,rangeProb2,90
36,threat3,column,B,B,rangeProb2,5
36,pd0,row,A,A,rangeProb2,93
36,pd3,row,B,B,rangeProb2,93
37,threat0,column,A,A,rangeProb2,62
37,threat3,row,B,B,rangeProb2,22
37,threat1,row,A,B,rangeProb2,55
37,disjunctive3,column,B,B,rangeProb2,0
37,disjunctive0,row,A,A,rangeProb2,71
37,pd3,column,B,B,rangeProb2,59
37,pd0,column,A,A,rangeProb2,79
37,coordination0,row,A,A,rangeProb2,70
37,coordination1,row,A,B,rangeProb2,0
37,singleControl0,row,A,A,rangeProb2,79
37,singleControl1,row,A,B,rangeProb2,12
38,singleControl0,row,A,A,rangeProb2,95
38,singleControl1,column,B,A,rangeProb2,26
38,pd3,column,B,B,rangeProb2,48
38,pd0,row,A,A,rangeProb2,95
38,threat0,row,A,A,rangeProb2,73
38,threat3,row,B,B,rangeProb2,36
38,threat1,column,B,A,rangeProb2,70
38,coordination0,column,A,A,rangeProb2,94
38,coordination1,row,A,B,rangeProb2,11
38,disjunctive3,row,B,B,rangeProb2,24
38,disjunctive0,row,A,A,rangeProb2,95
39,disjunctive0,column,A,A,rangeProb2,77
39,disjunctive3,row,B,B,rangeProb2,0
39,coordination1,row,A,B,rangeProb2,0
39,coordination0,row,A,A,rangeProb2,98
39,pd0,row,A,A,rangeProb2,94
39,pd3,row,B,B,rangeProb2,23
39,threat0,column,A,A,rangeProb2,99
39,threat3,row,B,B,rangeProb2,0
39,threat1,row,A,B,rangeProb2,50
39,singleControl0,row,A,A,rangeProb2,90
39,singleControl1,column,B,A,rangeProb2,0
40,threat0,row,A,A,rangeProb2,99
40,threat1,column,B,A,rangeProb2,28
40,threat3,row,B,B,rangeProb2,22
40,pd0,row,A,A,rangeProb2,99
40,pd3,column,B,B,rangeProb2,12
40,coordination0,column,A,A,rangeProb2,52
40,coordination1,row,A,B,rangeProb2,0
40,singleControl0,row,A,A,rangeProb2,66
40,singleControl1,column,B,A,rangeProb2,0
40,disjunctive0,row,A,A,rangeProb2,53
40,disjunctive3,row,B,B,rangeProb2,0
41,disjunctive3,row,B,B,rangeProb2,0
41,disjunctive0,row,A,A,rangeProb2,49
41,threat0,column,A,A,rangeProb2,100
41,threat3,column,B,B,rangeProb2,0
41,threat1,column,B,A,rangeProb2,82
41,singleControl1,column,B,A,rangeProb2,0
41,singleControl0,row,A,A,rangeProb2,100
41,pd3,column,B,B,rangeProb2,0
41,pd0,row,A,A,rangeProb2,100
41,coordination1,column,B,A,rangeProb2,0
41,coordination0,row,A,A,rangeProb2,50
42,threat0,row,A,A,rangeProb2,42
42,threat1,column,B,A,rangeProb2,68
42,threat3,row,B,B,rangeProb2,12
42,coordination1,column,B,A,rangeProb2,100
42,coordination0,column,A,A,rangeProb2,100
42,pd3,row,B,B,rangeProb2,90
42,pd0,row,A,A,rangeProb2,100
42,singleControl0,column,A,A,rangeProb2,100
42,singleControl1,column,B,A,rangeProb2,61
42,disjunctive0,column,A,A,rangeProb2,100
42,disjunctive3,column,B,B,rangeProb2,100
43,disjunctive0,column,A,A,rangeProb2,52
43,disjunctive3,row,B,B,rangeProb2,53
43,threat0,row,A,A,rangeProb2,74
43,threat1,row,A,B,rangeProb2,63
43,threat3,row,B,B,rangeProb2,58
43,singleControl1,row,A,B,rangeProb2,28
43,singleControl0,column,A,A,rangeProb2,62
43,coordination1,column,B,A,rangeProb2,11
43,coordination0,column,A,A,rangeProb2,66
43,pd3,column,B,B,rangeProb2,54
43,pd0,row,A,A,rangeProb2,65
44,pd0,column,A,A,rangeProb2,100
44,pd3,column,B,B,rangeProb2,35
44,disjunctive3,column,B,B,rangeProb2,8
44,disjunctive0,row,A,A,rangeProb2,49
44,singleControl1,row,A,B,rangeProb2,31
44,singleControl0,column,A,A,rangeProb2,92
44,coordination1,row,A,B,rangeProb2,38
44,coordination0,column,A,A,rangeProb2,52
44,threat0,column,A,A,rangeProb2,92
44,threat1,row,A,B,rangeProb2,50
44,threat3,column,B,B,rangeProb2,25
46,threat0,column,A,A,rangeProb2,43
46,threat3,row,B,B,rangeProb2,36
46,threat1,row,A,B,rangeProb2,64
46,coordination1,column,B,A,rangeProb2,40
46,coordination0,column,A,A,rangeProb2,56
46,singleControl1,column,B,A,rangeProb2,65
46,singleControl0,row,A,A,rangeProb2,66
46,disjunctive0,column,A,A,rangeProb2,62
46,disjunctive3,row,B,B,rangeProb2,26
46,pd0,column,A,A,rangeProb2,60
46,pd3,column,B,B,rangeProb2,48
47,pd3,column,B,B,rangeProb2,84
47,pd0,column,A,A,rangeProb2,98
47,threat3,column,B,B,rangeProb2,2
47,threat1,column,B,A,rangeProb2,50
47,threat0,row,A,A,rangeProb2,96
47,coordination0,column,A,A,rangeProb2,50
47,coordination1,column,B,A,rangeProb2,22
47,singleControl0,row,A,A,rangeProb2,100
47,singleControl1,row,A,B,rangeProb2,0
47,disjunctive3,row,B,B,rangeProb2,1
47,disjunctive0,row,A,A,rangeProb2,50
48,pd3,column,B,B,rangeProb2,12
48,pd0,column,A,A,rangeProb2,100
48,coordination0,row,A,A,rangeProb2,53
48,coordination1,row,A,B,rangeProb2,0
48,threat1,row,A,B,rangeProb2,45
48,threat3,row,B,B,rangeProb2,0
48,threat0,row,A,A,rangeProb2,100
48,singleControl0,column,A,A,rangeProb2,100
48,singleControl1,row,A,B,rangeProb2,0
48,disjunctive0,column,A,A,rangeProb2,54
48,disjunctive3,column,B,B,rangeProb2,0
51,disjunctive3,column,B,B,rangeProb2,0
51,disjunctive0,row,A,A,rangeProb2,100
51,coordination1,row,A,B,rangeProb2,0
51,coordination0,row,A,A,rangeProb2,100
51,threat1,row,A,B,rangeProb2,23
51,threat3,row,B,B,rangeProb2,0
51,threat0,row,A,A,rangeProb2,100
51,singleControl1,row,A,B,rangeProb2,3
51,singleControl0,column,A,A,rangeProb2,100
51,pd3,column,B,B,rangeProb2,74
51,pd0,row,A,A,rangeProb2,100
52,coordination1,row,A,B,rangeProb2,99
52,coordination0,column,A,A,rangeProb2,99
52,disjunctive3,column,B,B,rangeProb2,52
52,disjunctive0,column,A,A,rangeProb2,99
52,singleControl0,row,A,A,rangeProb2,97
52,singleControl1,column,B,A,rangeProb2,97
52,threat0,column,A,A,rangeProb2,26
52,threat1,column,B,A,rangeProb2,35
52,threat3,column,B,B,rangeProb2,93
52,pd3,column,B,B,rangeProb2,75
52,pd0,column,A,A,rangeProb2,88
53,threat1,column,B,A,rangeProb2,53
53,threat3,column,B,B,rangeProb2,33
53,threat0,row,A,A,rangeProb2,50
53,singleControl0,column,A,A,rangeProb2,99
53,singleControl1,column,B,A,rangeProb2,1
53,coordination0,row,A,A,rangeProb2,100
53,coordination1,column,B,A,rangeProb2,87
53,disjunctive0,column,A,A,rangeProb2,100
53,disjunctive3,row,B,B,rangeProb2,1
53,pd0,row,A,A,rangeProb2,78
53,pd3,column,B,B,rangeProb2,53
54,coordination1,row,A,B,rangeProb2,53
54,coordination0,column,A,A,rangeProb2,100
54,pd0,row,A,A,rangeProb2,100
54,pd3,row,B,B,rangeProb2,13
54,threat3,row,B,B,rangeProb2,0
54,threat0,row,A,A,rangeProb2,100
54,threat1,row,A,B,rangeProb2,37
54,singleControl1,column,B,A,rangeProb2,51
54,singleControl0,column,A,A,rangeProb2,99
54,disjunctive3,row,B,B,rangeProb2,0
54,disjunctive0,row,A,A,rangeProb2,100
55,pd3,row,B,B,rangeProb2,100
55,pd0,row,A,A,rangeProb2,2
55,disjunctive3,column,B,B,rangeProb2,100
55,disjunctive0,column,A,A,rangeProb2,100
55,singleControl0,row,A,A,rangeProb2,100
55,singleControl1,row,A,B,rangeProb2,0
55,coordination0,column,A,A,rangeProb2,100
55,coordination1,column,B,A,rangeProb2,0
55,threat0,column,A,A,rangeProb2,100
55,threat3,column,B,B,rangeProb2,0
55,threat1,row,A,B,rangeProb2,100
56,pd0,column,A,A,rangeProb2,100
56,pd3,column,B,B,rangeProb2,39
56,disjunctive0,column,A,A,rangeProb2,61
56,disjunctive3,row,B,B,rangeProb2,0
56,threat0,column,A,A,rangeProb2,47
56,threat1,column,B,A,rangeProb2,43
56,threat3,column,B,B,rangeProb2,1
56,coordination1,row,A,B,rangeProb2,10
56,coordination0,column,A,A,rangeProb2,59
56,singleControl0,row,A,A,rangeProb2,56
56,singleControl1,column,B,A,rangeProb2,0
58,threat0,row,A,A,rangeProb2,82
58,threat1,row,A,B,rangeProb2,33
58,threat3,row,B,B,rangeProb2,15
58,singleControl0,row,A,A,rangeProb2,87
58,singleControl1,row,A,B,rangeProb2,13
58,disjunctive0,column,A,A,rangeProb2,50
58,disjunctive3,row,B,B,rangeProb2,1
58,coordination0,row,A,A,rangeProb2,81
58,coordination1,row,A,B,rangeProb2,7
58,pd3,row,B,B,rangeProb2,25
58,pd0,row,A,A,rangeProb2,86
60,disjunctive3,row,B,B,rangeProb2,0
60,disjunctive0,row,A,A,rangeProb2,51
60,threat3,column,B,B,rangeProb2,0
60,threat1,row,A,B,rangeProb2,50
60,threat0,column,A,A,rangeProb2,48
60,pd0,row,A,A,rangeProb2,100
60,pd3,column,B,B,rangeProb2,48
60,singleControl0,column,A,A,rangeProb2,100
60,singleControl1,row,A,B,rangeProb2,0
60,coordination1,column,B,A,rangeProb2,0
60,coordination0,row,A,A,rangeProb2,58
62,singleControl1,row,A,B,rangeProb2,3
62,singleControl0,column,A,A,rangeProb2,63
62,coordination0,column,A,A,rangeProb2,59
62,coordination1,column,B,A,rangeProb2,3
62,disjunctive3,row,B,B,rangeProb2,4
62,disjunctive0,column,A,A,rangeProb2,50
62,threat1,column,B,A,rangeProb2,50
62,threat3,column,B,B,rangeProb2,4
62,threat0,row,A,A,rangeProb2,99
62,pd3,column,B,B,rangeProb2,96
62,pd0,column,A,A,rangeProb2,98
63,disjunctive0,column,A,A,rangeProb2,95
63,disjunctive3,row,B,B,rangeProb2,1
63,threat1,column,B,A,rangeProb2,66
63,threat3,column,B,B,rangeProb2,9
63,threat0,column,A,A,rangeProb2,99
63,singleControl0,row,A,A,rangeProb2,100
63,singleControl1,column,B,A,rangeProb2,48
63,coordination1,row,A,B,rangeProb2,51
63,coordination0,row,A,A,rangeProb2,66
63,pd3,row,B,B,rangeProb2,51
63,pd0,row,A,A,rangeProb2,98
64,singleControl0,row,A,A,rangeProb2,100
64,singleControl1,row,A,B,rangeProb2,0
64,disjunctive3,row,B,B,rangeProb2,50
64,disjunctive0,column,A,A,rangeProb2,100
64,coordination1,row,A,B,rangeProb2,50
64,coordination0,column,A,A,rangeProb2,100
64,threat3,row,B,B,rangeProb2,0
64,threat1,column,B,A,rangeProb2,100
64,threat0,column,A,A,rangeProb2,71
64,pd3,column,B,B,rangeProb2,100
64,pd0,row,A,A,rangeProb2,100
65,threat0,row,A,A,rangeProb2,100
65,threat1,column,B,A,rangeProb2,100
65,threat3,row,B,B,rangeProb2,0
65,coordination0,column,A,A,rangeProb2,100
65,coordination1,row,A,B,rangeProb2,0
65,disjunctive3,column,B,B,rangeProb2,0
65,disjunctive0,column,A,A,rangeProb2,100
65,singleControl0,row,A,A,rangeProb2,100
65,singleControl1,row,A,B,rangeProb2,0
65,pd3,column,B,B,rangeProb2,18
65,pd0,row,A,A,rangeProb2,100
68,coordination1,column,B,A,rangeProb2,100
68,coordination0,row,A,A,rangeProb2,89
68,pd0,column,A,A,rangeProb2,100
68,pd3,column,B,B,rangeProb2,73
68,disjunctive3,row,B,B,rangeProb2,0
68,disjunctive0,row,A,A,rangeProb2,98
68,threat0,row,A,A,rangeProb2,82
68,threat3,row,B,B,rangeProb2,6
68,threat1,row,A,B,rangeProb2,9
68,singleControl1,column,B,A,rangeProb2,39
68,singleControl0,column,A,A,rangeProb2,100
69,disjunctive3,row,B,B,rangeProb2,0
69,disjunctive0,column,A,A,rangeProb2,100
69,threat3,row,B,B,rangeProb2,0
69,threat0,row,A,A,rangeProb2,90
69,threat1,row,A,B,rangeProb2,52
69,coordination0,row,A,A,rangeProb2,100
69,coordination1,row,A,B,rangeProb2,0
69,pd0,row,A,A,rangeProb2,100
69,pd3,row,B,B,rangeProb2,100
69,singleControl1,row,A,B,rangeProb2,0
69,singleControl0,column,A,A,rangeProb2,81
72,threat3,column,B,B,rangeProb2,95
72,threat0,column,A,A,rangeProb2,84
72,threat1,row,A,B,rangeProb2,31
72,singleControl1,row,A,B,rangeProb2,3
72,singleControl0,column,A,A,rangeProb2,50
72,coordination0,column,A,A,rangeProb2,98
72,coordination1,row,A,B,rangeProb2,6
72,disjunctive0,column,A,A,rangeProb2,54
72,disjunctive3,row,B,B,rangeProb2,4
72,pd3,row,B,B,rangeProb2,56
72,pd0,column,A,A,rangeProb2,100
73,singleControl0,column,A,A,rangeProb2,99
73,singleControl1,column,B,A,rangeProb2,43
73,pd0,row,A,A,rangeProb2,97
73,pd3,row,B,B,rangeProb2,19
73,threat0,column,A,A,rangeProb2,100
73,threat1,row,A,B,rangeProb2,35
73,threat3,row,B,B,rangeProb2,7
73,coordination0,row,A,A,rangeProb2,72
73,coordination1,column,B,A,rangeProb2,0
73,disjunctive3,row,B,B,rangeProb2,0
73,disjunctive0,column,A,A,rangeProb2,71
74,coordination0,column,A,A,rangeProb2,71
74,coordination1,column,B,A,rangeProb2,4
74,threat3,column,B,B,rangeProb2,0
74,threat0,column,A,A,rangeProb2,100
74,threat1,row,A,B,rangeProb2,35
74,pd3,column,B,B,rangeProb2,0
74,pd0,column,A,A,rangeProb2,100
74,singleControl0,column,A,A,rangeProb2,55
74,singleControl1,column,B,A,rangeProb2,0
74,disjunctive3,row,B,B,rangeProb2,0
74,disjunctive0,column,A,A,rangeProb2,49
75,pd0,row,A,A,rangeProb2,97
75,pd3,row,B,B,rangeProb2,28
75,coordination1,column,B,A,rangeProb2,8
75,coordination0,row,A,A,rangeProb2,95
75,threat3,row,B,B,rangeProb2,5
75,threat0,row,A,A,rangeProb2,95
75,threat1,column,B,A,rangeProb2,89
75,disjunctive3,row,B,B,rangeProb2,0
75,disjunctive0,row,A,A,rangeProb2,98
75,singleControl0,row,A,A,rangeProb2,94
75,singleControl1,column,B,A,rangeProb2,1
77,coordination1,row,A,B,rangeProb2,100
77,coordination0,row,A,A,rangeProb2,100
77,disjunctive0,row,A,A,rangeProb2,100
77,disjunctive3,column,B,B,rangeProb2,100
77,pd0,row,A,A,rangeProb2,100
77,pd3,column,B,B,rangeProb2,100
77,singleControl0,column,A,A,rangeProb2,100
77,singleControl1,row,A,B,rangeProb2,1
77,threat1,column,B,A,rangeProb2,47
77,threat0,column,A,A,rangeProb2,84
77,threat3,row,B,B,rangeProb2,6
78,disjunctive3,column,B,B,rangeProb2,0
78,disjunctive0,column,A,A,rangeProb2,77
78,pd3,row,B,B,rangeProb2,43
78,pd0,row,A,A,rangeProb2,100
78,coordination1,column,B,A,rangeProb2,0
78,coordination0,column,A,A,rangeProb2,53
78,threat1,column,B,A,rangeProb2,49
78,threat0,column,A,A,rangeProb2,52
78,threat3,column,B,B,rangeProb2,34
78,singleControl1,column,B,A,rangeProb2,39
78,singleControl0,column,A,A,rangeProb2,50
80,disjunctive0,row,A,A,rangeProb2,50
80,disjunctive3,column,B,B,rangeProb2,0
80,coordination1,column,B,A,rangeProb2,0
80,coordination0,row,A,A,rangeProb2,47
80,singleControl1,row,A,B,rangeProb2,0
80,singleControl0,column,A,A,rangeProb2,50
80,threat1,row,A,B,rangeProb2,34
80,threat0,column,A,A,rangeProb2,100
80,threat3,row,B,B,rangeProb2,0
80,pd0,row,A,A,rangeProb2,100
80,pd3,row,B,B,rangeProb2,11
83,threat0,column,A,A,rangeProb2,77
83,threat1,row,A,B,rangeProb2,11
83,threat3,column,B,B,rangeProb2,75
83,disjunctive3,column,B,B,rangeProb2,70
83,disjunctive0,row,A,A,rangeProb2,86
83,pd3,column,B,B,rangeProb2,15
83,pd0,column,A,A,rangeProb2,29
83,singleControl0,column,A,A,rangeProb2,84
83,singleControl1,row,A,B,rangeProb2,84
83,coordination0,row,A,A,rangeProb2,71
83,coordination1,column,B,A,rangeProb2,21
85,pd0,column,A,A,rangeProb2,97
85,pd3,column,B,B,rangeProb2,54
85,coordination1,row,A,B,rangeProb2,6
85,coordination0,row,A,A,rangeProb2,92
85,disjunctive0,row,A,A,rangeProb2,57
85,disjunctive3,row,B,B,rangeProb2,3
85,singleControl0,column,A,A,rangeProb2,58
85,singleControl1,column,B,A,rangeProb2,43
85,threat0,column,A,A,rangeProb2,55
85,threat1,column,B,A,rangeProb2,63
85,threat3,column,B,B,rangeProb2,13
86,threat1,column,B,A,rangeProb2,49
86,threat3,row,B,B,rangeProb2,6
86,threat0,row,A,A,rangeProb2,85
86,singleControl1,column,B,A,rangeProb2,85
86,singleControl0,row,A,A,rangeProb2,95
86,coordination0,row,A,A,rangeProb2,98
86,coordination1,column,B,A,rangeProb2,50
86,disjunctive0,row,A,A,rangeProb2,97
86,disjunctive3,column,B,B,rangeProb2,3
86,pd3,column,B,B,rangeProb2,27
86,pd0,column,A,A,rangeProb2,97
87,pd3,row,B,B,rangeProb2,69
87,pd0,row,A,A,rangeProb2,100
87,disjunctive3,row,B,B,rangeProb2,0
87,disjunctive0,row,A,A,rangeProb2,94
87,threat1,column,B,A,rangeProb2,49
87,threat3,row,B,B,rangeProb2,0
87,threat0,row,A,A,rangeProb2,100
87,singleControl0,column,A,A,rangeProb2,100
87,singleControl1,row,A,B,rangeProb2,0
87,coordination1,row,A,B,rangeProb2,0
87,coordination0,row,A,A,rangeProb2,100
88,threat0,column,A,A,rangeProb2,51
88,threat3,column,B,B,rangeProb2,0
88,threat1,row,A,B,rangeProb2,50
88,singleControl1,column,B,A,rangeProb2,50
88,singleControl0,row,A,A,rangeProb2,71
88,pd3,column,B,B,rangeProb2,50
88,pd0,column,A,A,rangeProb2,82
88,coordination0,column,A,A,rangeProb2,48
88,coordination1,column,B,A,rangeProb2,0
88,disjunctive0,column,A,A,rangeProb2,50
88,disjunctive3,column,B,B,rangeProb2,25
89,coordination0,column,A,A,rangeProb2,55
89,coordination1,column,B,A,rangeProb2,12
89,singleControl1,column,B,A,rangeProb2,57
89,singleControl0,column,A,A,rangeProb2,89
89,disjunctive0,column,A,A,rangeProb2,86
89,disjunctive3,column,B,B,rangeProb2,43
89,threat3,row,B,B,rangeProb2,47
89,threat0,column,A,A,rangeProb2,91
89,threat1,row,A,B,rangeProb2,59
89,pd3,column,B,B,rangeProb2,49
89,pd0,row,A,A,rangeProb2,95
91,threat3,row,B,B,rangeProb2,0
91,threat1,column,B,A,rangeProb2,77
91,threat0,row,A,A,rangeProb2,57
91,singleControl1,column,B,A,rangeProb2,16
91,singleControl0,column,A,A,rangeProb2,100
91,coordination1,row,A,B,rangeProb2,12
91,coordination0,column,A,A,rangeProb2,96
91,pd0,column,A,A,rangeProb2,100
91,pd3,row,B,B,rangeProb2,34
91,disjunctive3,column,B,B,rangeProb2,0
91,disjunctive0,column,A,A,rangeProb2,72
93,singleControl1,row,A,B,rangeProb2,8
93,singleControl0,row,A,A,rangeProb2,100
93,threat0,row,A,A,rangeProb2,95
93,threat1,column,B,A,rangeProb2,89
93,threat3,row,B,B,rangeProb2,7
93,disjunctive0,row,A,A,rangeProb2,84
93,disjunctive3,column,B,B,rangeProb2,0
93,pd0,row,A,A,rangeProb2,100
93,pd3,row,B,B,rangeProb2,39
93,coordination1,row,A,B,rangeProb2,0
93,coordination0,row,A,A,rangeProb2,100
94,coordination1,row,A,B,rangeProb2,4
94,coordination0,column,A,A,rangeProb2,77
94,threat0,row,A,A,rangeProb2,92
94,threat3,row,B,B,rangeProb2,0
94,threat1,row,A,B,rangeProb2,54
94,singleControl0,column,A,A,rangeProb2,89
94,singleControl1,column,B,A,rangeProb2,0
94,pd3,column,B,B,rangeProb2,0
94,pd0,column,A,A,rangeProb2,100
94,disjunctive3,row,B,B,rangeProb2,0
94,disjunctive0,row,A,A,rangeProb2,98
95,coordination0,row,A,A,rangeProb2,100
95,coordination1,row,A,B,rangeProb2,0
95,pd0,column,A,A,rangeProb2,100
95,pd3,column,B,B,rangeProb2,70
95,threat1,column,B,A,rangeProb2,71
95,threat0,column,A,A,rangeProb2,71
95,threat3,row,B,B,rangeProb2,74
95,disjunctive0,column,A,A,rangeProb2,100
95,disjunctive3,column,B,B,rangeProb2,3
95,singleControl1,column,B,A,rangeProb2,0
95,singleControl0,column,A,A,rangeProb2,94
96,coordination0,column,A,A,rangeProb2,64
96,coordination1,row,A,B,rangeProb2,5
96,threat3,column,B,B,rangeProb2,16
96,threat1,row,A,B,rangeProb2,37
96,threat0,row,A,A,rangeProb2,98
96,singleControl1,column,B,A,rangeProb2,7
96,singleControl0,row,A,A,rangeProb2,92
96,pd0,row,A,A,rangeProb2,96
96,pd3,column,B,B,rangeProb2,46
96,disjunctive3,row,B,B,rangeProb2,2
96,disjunctive0,column,A,A,rangeProb2,54
98,singleControl1,column,B,A,rangeProb2,93
98,singleControl0,column,A,A,rangeProb2,88
98,disjunctive3,row,B,B,rangeProb2,12
98,disjunctive0,column,A,A,rangeProb2,97
98,threat3,column,B,B,rangeProb2,13
98,threat0,column,A,A,rangeProb2,73
98,threat1,row,A,B,rangeProb2,34
98,coordination0,column,A,A,rangeProb2,99
98,coordination1,row,A,B,rangeProb2,44
98,pd0,row,A,A,rangeProb2,94
98,pd3,row,B,B,rangeProb2,76
99,coordination0,row,A,A,rangeProb2,100
99,coordination1,row,A,B,rangeProb2,100
99,threat3,row,B,B,rangeProb2,51
99,threat0,row,A,A,rangeProb2,38
99,threat1,column,B,A,rangeProb2,30
99,singleControl1,column,B,A,rangeProb2,0
99,singleControl0,column,A,A,rangeProb2,100
99,disjunctive0,row,A,A,rangeProb2,100
99,disjunctive3,row,B,B,rangeProb2,100
99,pd3,column,B,B,rangeProb2,0
99,pd0,row,A,A,rangeProb2,100
101,singleControl0,column,A,A,rangeProb2,96
101,singleControl1,column,B,A,rangeProb2,21
101,pd3,column,B,B,rangeProb2,7
101,pd0,row,A,A,rangeProb2,39
101,disjunctive3,row,B,B,rangeProb2,6
101,disjunctive0,column,A,A,rangeProb2,82
101,threat0,row,A,A,rangeProb2,98
101,threat1,row,A,B,rangeProb2,30
101,threat3,column,B,B,rangeProb2,42
101,coordination1,row,A,B,rangeProb2,3
101,coordination0,row,A,A,rangeProb2,99
102,singleControl0,column,A,A,rangeProb2,89
102,singleControl1,row,A,B,rangeProb2,33
102,pd0,column,A,A,rangeProb2,76
102,pd3,row,B,B,rangeProb2,100
102,disjunctive0,column,A,A,rangeProb2,98
102,disjunctive3,column,B,B,rangeProb2,72
102,coordination0,row,A,A,rangeProb2,100
102,coordination1,column,B,A,rangeProb2,40
102,threat3,column,B,B,rangeProb2,38
102,threat1,row,A,B,rangeProb2,82
102,threat0,column,A,A,rangeProb2,55
